$ layers
1
Floor.png
$ dimensions
24, 32
156, 156, 156, 156, 156, 156, 156, 156,		156, 156, 156, 156, 156, 156, 156, 156, 	156, 156, 156, 156, 156, 156, 156, 156, 	156, 156, 156, 156, 156, 156, 156, 156,
156, 156, 156, 156, 156, 156, 156, 156, 	156, 156, 156, 156, 156, 156, 156, 156, 	156, 156, 156, 156, 156, 156, 156, 156, 	156, 156, 156, 156, 156, 156, 156, 156,
156, 156, 156, 156, 156, 156, 156, 156, 	156, 156, 156, 156, 156, 156, 156, 156, 	156, 156, 156, 156, 156, 156, 156, 156, 	156, 156, 156, 156, 156, 156, 156, 156,
156, 156, 156, 156, 156, 156, 156, 156, 	156, 156, 156, 156, 156, 156, 156, 156, 	156, 156, 156, 156, 156, 156, 156, 156,		156, 156, 156, 156, 156, 156, 156, 156, 
156, 156, 156, 156, 156, 156, 156, 156, 	156, 156, 156, 156, 156, 156, 156, 156, 	156, 156, 156, 156, 156, 156, 156, 156, 	156, 156, 156, 156, 156, 156, 156, 156,
156, 156, 156, 156, 156, 156, 156, 156, 	156, 156, 156, 156, 156, 156, 156, 156, 	156, 156, 156, 156, 156, 156, 156, 156, 	156, 156, 156, 156, 156, 156, 156, 156,
156, 156, 156, 156, 156, 156, 156, 156, 	156, 156, 156, 156, 156, 156, 156, 156, 	156, 156, 156, 156, 156, 156, 156, 156, 	156, 156, 156, 156, 156, 156, 156, 156,
156, 156, 156, 156, 156, 156, 156, 156, 	156, 156, 156, 156, 156, 156, 156, 156, 	156, 156, 156, 156, 156, 156, 156, 156, 	156, 156, 156, 156, 156, 156, 156, 156,
$
156, 156, 156, 156, 156, 156, 156, 156,		156, 156, 156, 156, 156, 156, 156, 156, 	156, 156, 156, 156, 156, 156, 156, 156, 	156, 156, 156, 156, 156, 156, 156, 156,
156, 156, 156, 156, 156, 156, 156, 156, 	156, 156, 156, 156, 156, 156, 156, 156, 	156, 156, 156, 156, 156, 156, 156, 156, 	156, 156, 156, 156, 156, 156, 156, 156,
156, 156, 156, 156, 156, 156, 156, 156, 	156, 156, 156, 156, 156, 156, 156, 156, 	156, 156, 156, 156, 156, 156, 156, 156, 	156, 156, 156, 156, 156, 156, 156, 156,
156, 156, 156, 156, 156, 156, 156, 156, 	156, 156, 156, 156, 156, 156, 156, 156, 	156, 156, 156, 156, 156, 156, 156, 156,		156, 156, 156, 156, 156, 156, 156, 156, 
156, 156, 156, 156, 156, 156, 156, 156, 	156, 156, 156, 156, 156, 156, 156, 156, 	156, 156, 156, 156, 156, 156, 156, 156, 	156, 156, 156, 156, 156, 156, 156, 156,
156, 156, 156, 156, 156, 156, 156, 156, 	156, 156, 156, 156, 156, 156, 156, 156, 	156, 156, 156, 156, 156, 156, 156, 156, 	156, 156, 156, 156, 156, 156, 156, 156,
156, 156, 156, 156, 156, 156, 156, 156, 	156, 156, 156, 156, 156, 156, 156, 156, 	156, 156, 156, 156, 156, 156, 156, 156, 	156, 156, 156, 156, 156, 156, 156, 156,
156, 156, 156, 156, 156, 156, 156, 156, 	156, 156, 156, 156, 156, 156, 156, 156, 	156, 156, 156, 156, 156, 156, 156, 156, 	156, 156, 156, 156, 156, 156, 156, 156,
$
156, 156, 156, 156, 156, 156, 156, 156,		156, 156, 156, 156, 156, 156, 156, 156, 	156, 156, 156, 156, 156, 156, 156, 156, 	156, 156, 156, 156, 156, 156, 156, 156,
156, 156, 156, 156, 156, 156, 156, 156, 	156, 156, 156, 156, 156, 156, 156, 156, 	156, 156, 156, 156, 156, 156, 156, 156, 	156, 156, 156, 156, 156, 156, 156, 156,
156, 156, 156, 156, 156, 156, 156, 156, 	156, 156, 156, 156, 156, 156, 156, 156, 	156, 156, 156, 156, 156, 156, 156, 156, 	156, 156, 156, 156, 156, 156, 156, 156,
156, 156, 156, 156, 156, 156, 156, 156, 	156, 156, 156, 156, 156, 156, 156, 156, 	156, 156, 156, 156, 156, 156, 156, 156,		156, 156, 156, 156, 156, 156, 156, 156, 
156, 156, 156, 156, 156, 156, 156, 156, 	156, 156, 156, 156, 156, 156, 156, 156, 	156, 156, 156, 156, 156, 156, 156, 156, 	156, 156, 156, 156, 156, 156, 156, 156,
156, 156, 156, 156, 156, 156, 156, 156, 	156, 156, 156, 156, 156, 156, 156, 156, 	156, 156, 156, 156, 156, 156, 156, 156, 	156, 156, 156, 156, 156, 156, 156, 156,
156, 156, 156, 156, 156, 156, 156, 156, 	156, 156, 156, 156, 156, 156, 156, 156, 	156, 156, 156, 156, 156, 156, 156, 156, 	156, 156, 156, 156, 156, 156, 156, 156,
156, 156, 156, 156, 156, 156, 156, 156, 	156, 156, 156, 156, 156, 156, 156, 156, 	156, 156, 156, 156, 156, 156, 156, 156, 	156, 156, 156, 156, 156, 156, 156, 156,	
